grupo,comentario_p1
ADMINISTRATIVO,Durante a chegada tive um atendimento muito bom e atencioso. O sistema do plano que é muito burocrático.
ADMINISTRATIVO,Bom atendimento tanto recepção como os enfermeiros e médicos
TOTEM,Totem nao funcionou
RECEPÇAO,Cheguei com dores de parto e tive que ficar tentando realizar cadastro no totem. Não fui recepcionada por um profissional até a sala de consulta e tive que ir andando sem ter apoio de uma cadeira de rodas.
RECEPÇAO,"Cheguei no hospital 10:40 da manhã e minha cirurgia seria 13:00 horas, neste mesmo (13:00 hs)a recepção não tinha conseguido fazer a minha ficha de internação, o que causou um atraso imenso, sem falar que até então não tinha leito disponível para me internar,sendo que a cirurgia estava marcada a muitos dias, tive que ficar na UTI com muito custo"
TOTEM,"O totem não funciona para o meu plano de saúde, o atendimento na recepção é demorado."
ADMINISTRATIVO,Tive que aguardar mais de 2 horas para me internar porque não tinha vaga.
RECEPÇAO,"Falta de informação durante a cirurgia. Ficamos por mais de 5 horas sem notícias alguma do que estava ocorrendo. Não havia comunicação entre a recepção do hospital e as demais alas do hospital.
Na saída do hospital , quando meu filho recebeu alta, às 22 h, o enfermeiro nós levou até a recepção, meu filho na cadeira de rodas. A recepcionista simplesmente trancou a porta de entrada porque falou que era o horário de fechar e não queria permitir a nossa saída, sendo que o meu marido já estava com o carro esperando na porta. Ela discutiu conosco dizendo que o horário de fechar a porta era 22 h e que deveríamos ir andando até a saída do pronto Socorro, sendo que meu filho estava recém operado e teria que andar o hospital inteiro, somente porque ela não queria abrir a porta.
Isso é atendimento a um paciente recém operado? Ficamos indignados. Já estávamos exaustos emocionalmente por termos ficado o dia todo sem informações, sem saber se a cirurgia tinha corrigido bem, sem notícias e ainda na hora da saída, todo esse estresse."
RECEPÇAO,Falta  de  informação
RECEPÇAO,Tempo de espera
RECEPÇAO,Parada do veículo pronto socorro
ADMINISTRATIVO,"Não tinha leito após a cirurgia , fiquei horas e horas esperando pra ir pro quarto"
RECEPÇAO,Pessoas grossas
RECEPÇAO,Cheguei ao hospital já em trabalho de parto e não tinha uma cadeira de rodas para me amparar e me levantar até a sala de triagem tive que ir andando .
RECEPÇAO,Falta de orientação
RECEPÇAO,"Recepcionista conversando e olhando celular, demorou 30 minutos para me chamar."
RECEPÇAO,Demora do atendimento
TOTEM,"Totem não liberava a senha, a enfermeira demorou a nos atender."
ADMINISTRATIVO,"Bom Passei por vários momentos E o primeiro atendimento até dar sequência no tratamento é muito custoso com informações desencontradas que facilitariam muito com um atendimento mais humanizado , com profissionais com autonomia para fazer a diferença É sabido que com o advento da tecnologia ,todas as empresas querem automatizar e tentar fazer com que fique mais automático ,porém quando falamos de saúde ,muitas das vezes o paciente procura o atendimento que mais parece com um campo de batalha . Ficaria horas comentando e gostaria muito que a empresa tivesse interesse em melhorar A disposição"
TOTEM,O totem não estava funcionando
RECEPÇAO,"Minha internação estava agendada para as 18 hrs , porém me fizeram aguardar até quase 22 horas em jejum"
RECEPÇAO,A demora para a ambulância chegar ao outro hospital
RECEPÇAO,Pouca informação
RECEPÇAO,Tempo de espera
RECEPÇAO,Falta de informações; atendentes com assuntos paralelos; frieza no atendimento.
RECEPÇAO,"As atendentes não dão muita atenção e outras que pode ser que esteja no horário de almoço ficam ao redor! Até mesmo sentadas nas lixeiras para ficarem conversando, onde super incomoda!
Vc faz uma pergunta pra alguém às oito pessoas olham e alguém do fundo é que responde!"
RECEPÇAO,"Longo tempo de esperar para realizar a internação, aguardei quase 4 horas desde a minha chegada até que o processo de internação pré operatório fosse concluído!"
ADMINISTRATIVO,O tratamento das pessoas é o convencional...a maior insatisfação é com o plano que demoraram mais de 10 horas para liberar o procedimento
RECEPÇAO,Muitas pessoas pará serem atendidas e poucos funcionários sem informações
RECEPÇAO,Demora a liberação
ADMINISTRATIVO,"Cheguei as 5 da manhã fiquei aguardo até 7:30 quando me chamaram foi tudo correndo sem muitas explicações a equipe estava com pressa, nao fui bem atendida."
RECEPÇAO,Profissionais sem empatia
RECEPÇAO,Não fomos atendidos o suficiente para nos deixar satisfeito ou muito satisfeito.
ADMINISTRATIVO,A minha insatisfação  é só que não  tem estacionamento  para o cliente
RECEPÇAO,"Cheguei às 5:30, minha internação estava agendada para as 6:00
Fui atendida as 08:30.
Com vários erros de local, fui transferida para 3 locais diferentes, isso fez com que eu perdesse itens que até agora não me devolveram."
RECEPÇAO,"Cheguei às 5:30, minha internação estava agendada para as 6:00
Fui atendida as 08:30.
Com vários erros de local, fui transferida para 3 locais diferentes, isso fez com que eu perdesse itens que até agora não me devolveram."
ADMINISTRATIVO,Porque  fiquei  em uma cadeira de rodas
ADMINISTRATIVO,Demorou muito para entrar para iniciar a Internação
RECEPÇAO,"Recebi mensagem para internação às 23h.
Cheguei 22h30
A internação seria só às 24h."
ADMINISTRATIVO,"Quando cheguei não estava aberto o local de internação,  pediram o cartão do pré Natal, mas não sei pq, pois não seguiram nada do q estava escrito."
RECEPÇAO,Demora no atendimento para uma cirurgia de emergência
RECEPÇAO,"Simplesmente chegamos e aguardamos na recepção . 
Nos mandam chegar ?cedo? porém o atendimento demora demais . 
A minha cirugia era uma descompressão medular e mesmo assim me deixaram sentada na cadeira por mais de 4hrs ..."
RECEPÇAO,Falta de informação
RECEPÇAO,Demora
ADMINISTRATIVO,"""Inacreditável! Minha esposa foi atendida e internada, e depois de uma hora e meia, nos informaram que o convênio estava em carência. Ninguém havia mencionado isso antes, mesmo após o pré-natal. E o pior é que não ofereceram a opção de transferi-la para outro hospital com ambulância, simplesmente pediram que eu a levasse embora por causa da carência. Muito estranho e preocupante o jeito que a Notre Dame trabalha"
RECEPÇAO,"Ninguém nos atendeu e quando fomos a recepção, atendentes sem nenhuma empatia."
RECEPÇAO,Fui mto bem recebida por todas da recepção. Fui mto bem orientada e minha acompanhante tbm. Centro cirurgico sensacional. Ocorreu td mto bem.
RECEPÇAO,Equipe despreparada
TOTEM,"Totem quebrado, sem funcionar, gerando filas para atendimento no balcão com as recepcionistas"
RECEPÇAO,"Cheguei com dor, não foi recepcionada a não ser informada que eu precisava relatar ao totem o motivo da minha ida ao hospital e a catraca simplesmente não liberava os meus acompanhantes. Isso tudo com as dores do trabalho de parto"
RECEPÇAO,"Pediram para estar às 5 hrs da manhã,  cheguei às 4.45 hrs, fui atendida  às 8 hrs da manhã  isso pq tive que fazer reclamação"
RECEPÇAO,"Hospital com alguns  profissionais que não tem amor no que fazem, desmaltrato com o paciente, aparelhos não funcionaram, funcionários sem paciência, espera absurda, a instalação do hospital é ótima, o que mata são os funcionários, merece um processo, espero nunca mais passar por essa situação uma coisa que era pra ser linda, ficou marcado por tanta ignorância dos funcionários."
RECEPÇAO,Demora
RECEPÇAO,Muita demora no atendimento
PORTEIRO,É um hospital muito desorganizado é um entre sai sem segurança visitas sem sem barradas entra quem quiser
RECEPÇAO,Foi um pouco confuso
ADMINISTRATIVO,A minha cirurgia foi para biópsia ligo lá não tão achando o resultado do meu exame
RECEPÇAO,Demora no atendimento
RECEPÇAO,Pessoal muito educado atendimento muito rápido gostei muito
RECEPÇAO,"Não souberam dar direcionamento.... meu caso era cirurgia, deverima ter informado que no caso de cirurgia a recepção era em outro andar."
RECEPÇAO,Falta de informação e demora para abrir ficha
RECEPÇAO,"Demora para atendimento e quebraram o meu dente falei com a pessoa responsável do centro cirúrgico e até agora não deu nenhuma resposta.
Já liguei e não responde."
RECEPÇAO,Pessoas não preparada e incopreensiva pra lidar com emergência
RECEPÇAO,Demorou demais
RECEPÇAO,Sempre preciso ficar perguntando
RECEPÇAO,Não sabia nada ainda foi a minha primeira vez e fui atendida como um ninguém só falaram vai no totem sem eu nem saber de nada as atendentes super mal educada
RECEPÇAO,Bagunça total esse hospital
RECEPÇAO,"Eu tive uma interrupção de gravidez no hospital salvalus e retornei no hospital de Guarulhos porque estava me sentindo mal. Já dei entrada e ao invés d rir direto para uti para fazer sulfatacao, me colocaram no pré parto, eu tinha perdido a minha bebê com 7 meses e eu falando, e nenhum médico e enfermeira tiveram a empatia de me tirar daquele local. Outro ponto é que na madrugada, estavam realizando um parto normal dentro do pré parto ao meu lado"
MAQUEIRO,"Cheguei ao hospital já em trabalho de parto e ninguém disponibilizou 1 cadeira de rodas para mim, precisei fazer todo o percurso andando e sentindo contrações"
RECEPÇAO,A recepcionista foi ríspida durante o momento da internação além da demora para abrir a ficha sendo que só tinha eu e mais uma gestante
ADMINISTRATIVO,"A cirurgia não foi feita, minha filha de apenas 6 anos está com dor e precisando dessa cirurgia e simplesmente o hospital se recusando marcar a cirurgia dela 
Na qual eu tive que entrar em uma causa na justiça pra ver se consigo realizar o procedimento 
Total descaso do hospital"
RECEPÇAO,Falta de informação demora no atendimento
RECEPÇAO,"Demora no atendimento, recepcionista agiu de forma grosseira ao ser perguntado onde deveria aguardar para realizar a cirurgia/internação 
No momento da realização em sistema funcionária ríspida , não passou informações corretamente tendo que ser questionada 
Apos a realização da internação em sistema não teve alguém para me direcionar ao setor de internação para aguardar a cirurgia eu e minha acompanhante tivemos que nos dirigir sozinhas"
RECEPÇAO,Falta de empatia
RECEPÇAO,A recepcionista demorou no atendimento pra dar uma satisfação sobre o atraso do procedimento banheiro da recepção sujo .
RECEPÇAO,Pouco funcionário para fazer a internação de paciente passei o dia sentada recepção até final do dia
TOTEM,teve demora para o atendimento e não conseguimos ter resposta no totem
RECEPÇAO,Me informaram para chegar num horário que não tinha ninguém na recepção para atendimento
RECEPÇAO,"falta de pura comunicação, povo ignorante"
RECEPÇAO,"Cheguei no hospital dia 06/05 por volta das 13hrs e simplesmente estava entupido, fiquei esperando por volta de 40min até não estar aguentando mais e me dirigi a recepção para solicitar um atendimento de urgência, já que não estava aguentando com dor na boca do estomago e já tendo o diagnóstico de vesícula (aguardando agendamento da cirurgia). 
A atendente da recepção foi super solicita e me ajudou colocando a senha como preferencial e me chamaram por volta de 15 min após a mudança para urgência na senha. "
RECEPÇAO,Foi rapido
RECEPÇAO,"Fiquei muito tempo a espera da cirurgia, pois marcaram para está no local as 06:00 e minha cirurgia foi feita as 15:00 horas."
TOTEM,Totem estava com defeito
RECEPÇAO,"No totem não havia ninguem para Auxiliar na recepção às atendentes  mal abre a Boca pra explicar algo 
Quem me ajudou foi a seguranca super simpatica  é educada"
RECEPÇAO,não tive ajuda
RECEPÇAO,Falta de organização
RECEPÇAO,"Cheguei com muitas contrações, demoram para me chamar, quando fui ver não tinham dado entrada na minha chegada, e passei pela recepção, dei rg e tudo."
RECEPÇAO,"Demora ,"
RECEPÇAO,"Houve confusão com meu nome , fiquei preocupada o tempo todo . No final deu tudo certo . Mas não passa muita seguraça ser confundida com outro paciente ."
RECEPÇAO,"Demora, má vontade dos médicos e funcionarios nos atendimentos"
RECEPÇAO,Fiquei esperando duas horas por uma cama
RECEPÇAO,"Meu parto foi induzido para tentar ter normal, muita demora no atendimento."
RECEPÇAO,"Muita demora, cheguei às 4:40 da manhã e só me chamaram às 06h"
RECEPÇAO,"Me ligaram agendando a cesariana, enviaram e-mail, cheguei no local a recepcionista disse meu nome não estava agendando. "
RECEPÇAO,demorou um pouco a mais do que o esperado.
RECEPÇAO,Muita espera
RECEPÇAO,Fiquei mais de 2h esperando para ser chamada para internação pois houve troca de turno e a equipe não sabia que estava aguardando.  Fui informada que chamariam meu nome.
RECEPÇAO,"Desde o início fui bem atendida _x000D_
Desde a retirada de senha pelo senhor que fica auxiliando, super encantador até o último momento "
RECEPÇAO,"Demora no atendimento, demora para subir para sala de cirurgia, me deixaram esperando na recepção das meia noite até às 10 horas da manhã."
MAQUEIRO,"Cheguei em uma ambulância de aspecto muito mal, veiculo inapropriado para transporte, carece manutenção. Aguardei por mais de 12h até ser levado ao hospital e depois mais 8h para cirurgia, minha mãe que estava me acompanhando foi completamente mau tratada pela equipe"
RECEPÇAO,Demora
RECEPÇAO,"Na chegada, foi tudo muito bagunçado na recepção foi uma demora paciente chorando, pessoas reclamando banheiro sujo, eu mesma cheguei por volta das 5:30 e fui atendida para internação umas nove horas."
RECEPÇAO,N fomos muito bem recebidos
RECEPÇAO,"Marcaram pra mim estão no hospital as 9 da manhã  chegui no horário,só fui fazer a cirurgia as 19:40 o dia inteiro sem comer nada mais de 16 HS em jejum achei um absurdo"
RECEPÇAO,Recepção atendentes mal humorados insatisfeito mal educado quando questionamos segurança a demora do elevador foi constrangedor ele foi ríspido mal educado 
RECEPÇAO,Atendimento na recepção
RECEPÇAO,"A consulta estava programada para 9 da manhã, mas eles operavam às 4 da tarde. :)"
RECEPÇAO,"Cheguei antes do horário que me pediram pra estar no hospital, chegando lá tive que pegar a senha e esperar 1 hora pra ser atendida."
TOTEM,"O Totem em questão não estáva funcionando, eu já estava com muitas contratações e ainda assim não foi mim concedida a senha de prioridade. Fiquei aguardando a chamada no guiche, no meio de um monte de gente, mim causando constrangimento devido a dor"
RECEPÇAO,"Foi extremamente demorado para abertura da ficha, atendentes muito demorados, banheiro do local onde ficamos no momento da internação estava sujo e o local extremamente barulhento"
RECEPÇAO,Demora
RECEPÇAO,Demora no atendimento
RECEPÇAO,"Pediram para chegar as 08h30. Cheguei 08h00
Me chamaram para a enfermaria por volta das 10h30.
Fui chamado para o centro cirúrgico as 14h. até esse horário, fiquei numa poltrona desconfortável, sem nenhum auxilio. Mais de 15 horas sem tomar nem água."
RECEPÇAO,"Não gostei da recepção que tive, recepção dispersa não dando devida atenção aos pacientes quando chegam."
RECEPÇAO,"Cheguei às 04:00 da manhã,  subi para o atendimento,  depois da ficha preenchida às 13:30 , fiquei muito tempo aguardando na sala do pré operatório."
RECEPÇAO,"Ótima, fui muito bem orientada pela equipe da recepção fizeram toda triagem e confirmação de dados como nome data de nascimento, nome da mãe"
RECEPÇAO,Não tinha ninguém pra informações
RECEPÇAO,Muita demora para realizar a internação! Com espera de mais de 1 hora
RECEPÇAO,"Me passaram o horário de chegada, mas só me atenderam para abrir a ficha 2 horas depois. Fiquei 2:17 na recepção para fazer uma ficha, em jejum. Já os processos para a cirugia duraram o dia todo, e mesmo assim não a realizei. Um dia de espera e jejum para não concluir a cirugia, devido um processo de reação alérgica na pele, provavelmente causado por ansiedade e estresse do dia."
RECEPÇAO,Não gostei do atendimento
RECEPÇAO,"Pessoal meio que perdido 
Vai pra lá depois volta pro mesmo lugar"
ADMINISTRATIVO,"Tenho direito ao quarto e toda recepção, não me garantiu esse direito colocando meu filho na enfermaria"
RECEPÇAO,A cirugia é marcada 11:30 da manhã eles mandam chegar 6 da manhã
RECEPÇAO,Atendimento rápido ##1f64f####1f64f##
RECEPÇAO,Demora no atendimento
RECEPÇAO,"Mau atendimento das recepcionistas  , mais tratos de enfermeiros  e a falta de suporte nos exames do RN no hospital"
RECEPÇAO,Muita demora ##1f614##
RECEPÇAO,Muito atenciosos
RECEPÇAO,"Na recepção não tinha organização. Chegamos e aguardamos muito tempo sem orientação. Não tinha senha, tivemos que falar a ordem de chegada por que o recepcionista do turno não estava na mesa. Quando deu 7h ele bateu o ponto e foi embora e a moça que entrou no lugar dele teve que adivinhar quem chegou primeiro. Uma senhora ficou sem senha, chegou primeiro e eu tive que falar que ela chegou antes de todo mundo para ela não ser atendida por último. Uma bagunça."
PORTEIRO,"Totem não estava funcionando, recepcionista ofereceu bom atendimento, porteiro foi okay"
RECEPÇAO,"Tudo desorganizado, não tem uma entrada separada de emergência e pacientes orientado 
Entra tudo mesmo lugar, exposição muito grande pras gestantes e etc"
RECEPÇAO,"Cadastraram minha digital com o dedo anelar que não passa a digital de forma algumas, e para fazer o recadastramento somente na Central o que nos deixa sem resolver o problema, porque não temos tempo para ir até lá para resolver o problema. Até por que foi gerado por colaboradores do mesmo (convênio)."
RECEPÇAO,A cirurgia marcada para as 10 horas da manhã cheguei no hospital as 07 da manhã de jejum de 12 horas fui fazer a cirurgia as 20 horas da noite .
RECEPÇAO,Uma demora e espera de 3 horas! ABSURDO! 
RECEPÇAO,Tudo muito desorganizado
RECEPÇAO,Fui muito bem atendida por todos os profissionais
RECEPÇAO,"Solicitaram que eu chegasse as 5:00 da manhã que minha cirurgia seria às 07:00. Fiquei aguardando na recepção da cirurgia sem nenhuma informação até que depois de 2 horas fui questionar de não ter sido chamada e para minha surpresa,  fui informada que minha cirurgia estava agendada para as 12:00 e que na verdade só aconteceu as 14:00"
ADMINISTRATIVO,"Nosso convênio tem direito a quarto particular, internamos e ficamos no pré operatório a noite toda, após a cirurgia, foi encmainhada para o pós operatório a qual ficou por mais um dia e não foi encaminhada ao quarto. recebeu alta direto. sem acomodação correta."
RECEPÇAO,"Fui a recepção para pedir informações,  a moça pediu para aguardar nos bancos ao lado. Por questão de 5 minutos eu ia perder a minha internação,  por uma informação errada."
RECEPÇAO,"Pediram p chegar as 4h e fui operada as 14h.
Percebi desorganização no preparo. Equipe de enfermagem procurando broca para parafusar a prótese. Isso me deixou apreensiva.
Acordei antes de terminar a cirurgia, estava anestesiada, mas sem sedação"
RECEPÇAO,Durante a chegando uma demora no atendimento esperei 2 hospital pra fazer uma ficha pra ir pro quarto. Péssimo a recepção. As meninas tudo confusa do quarto onde iria colocar. Não avisaram ao meu esposo até hoje que sai da cirurgia. O chuveiro quebrado pro banho quente de mas pelando. Queimando a pele.  hospital péssimo
RECEPÇAO,Durante a chegada foi tranquilo
RECEPÇAO,"A entrada inadequada pois tive que subir uma rampa .  Mandaram chegar às 5 horas da manhã e a cirurgia aconteceu às 9 horas . 
Não tinha toalha disponível . A enfermeira questionou se eu havia levado toalha pois o hospital não tinha e eu teria que me lavar e me enxugar com um lençol. Me recusei a usar o lençol e com muito custo, ela a enfermeira apareceu com uma toalha embalada em um plástico amarelado e velho.  Pois bem, fui me lavar conforme solicitado apesar de não haver necessidade pois eu já havia tomado banho antes de sair de casa . O banheiro horrível sem local para dependurar a roupa,  chuveiro em um espaço com cadeira de banho nojenta, não ofereceram nem mesmo sabonete ."
RECEPÇAO,Atendimento robô
RECEPÇAO,Não tive tanta atenção na chegada. Já estava com dores e não fui bem orientada na hora de pegar a senha para que tivesse um atendimento mais rápido.
RECEPÇAO,"Marcaram a minha cirurgia pra 9 horas da manhã eu só fui entra pro quarto às 14 horas ou mais , ia pergunta e eles só falava q tinha espera pois não tinha q fazer e eu esperando no banco sentada"
RECEPÇAO,Mais de duas horas na recepção aguardando para internar
RECEPÇAO,Foi muito  bem atendida
RECEPÇAO,Muito tempo aguardando ser atendida
RECEPÇAO,"Demora no atendimento, atendentes pouco solicitas."
RECEPÇAO,A internação estava marcada pras 7h00 da manhã e o horário da cirurgia seria às 10h00 chegamos na unidade às 6h30 da manhã e o Ravi ficou em jejum uma criança de quatro anos do sábado às 9h00 da noite até o outro dia às 4h30 da tarde quando foi feita a cirurgia a criança com fome chorando o tempo inteiro nós os pais preocupados com dó da criança que não podia comer não podia tomar água inclusive eu passei mal a minha pressão subiu desmaiei quando terminou a cirurgia eu precisei de cuidados fiquei na maca precisando de remédios esperando a minha pressão controlarum absurdo tivemos alta uma hora depois da cirurgia tivemos que ir pra casa a cirurgia infeccionou o meu filho teve que tomar Josefin na veia por sete dias foi muito dolorido muito sofrido pra gente
RECEPÇAO,"Pessoal da recepção mau educado, com má vontade"
RECEPÇAO,Atendimento na recepção sem muita atenção
RECEPÇAO,"Demoras pra marcar especialista,demora no atendimento por telefone, não consegue marcar o mesmo pra acompanhar o diagnóstico,espero melhoras."
RECEPÇAO,Demorou
ADMINISTRATIVO,"No pós operatório demorou mais de 5 horas para descer para o quarto, pois não tinha leito disponível "
RECEPÇAO,Demora para marcação de procedimento; impossibilidade de comunicação.  Péssimo atendimento.
RECEPÇAO,"Chegamos no Hospital no horário agendado e não tinha recepcionista no balcão de internação,  ficamos esperando por 20 minutos a recepcionista chegar no balcão"
RECEPÇAO,Falta de cordialidade e acolhimento no atendimento da recepção
RECEPÇAO,A cirurgia estava prevista p/ às 15:00  e foi realizada às 18:00 segundo eu ouvi o atraso ocorreu devido à falta de organização.
RECEPÇAO,"Estava com uma cirugia marcada com data e hora , cheguei adiantado e fiquei duas horas aguardando na recepção para subir para uma quarto como procedimento normal , no entanto não foi isso que aconteceu , me levaram para um banheiro , coloquei minha mala com pertences e roupas em um saco plástico me deram um avental e eu já fui direto para preparação da cirurgia , eu não passei nem pelo quarto para já foi direto."
RECEPÇAO,"Minha cirurgia estava agendada para as 9:30 por motivo de erro na autorização pelo convênio, fui operada às 16 horad"
ADMINISTRATIVO,Muita demora para conclusão da internação
RECEPÇAO,Demora no atendimento para uma emergência e burocracia para liberação de medicamentos e procedimentos
RECEPÇAO,"Hospital lotado, poucos atendentes"
ADMINISTRATIVO,"Demora na liberação do apartamento, com longa espera na recepção. Ao agendar uma cirurgia, deveriam ter tudo previamente organizado"
RECEPÇAO,Demora para o atendimento
RECEPÇAO,Demora no atendimento
ADMINISTRATIVO,Espera de 2 horas para entrar no pré-operatório
RECEPÇAO,O hospital me mando estar as 07:00 da manhã em jejum sendo que eu fiz a cirurgia 21:30
RECEPÇAO,Demora da recepcionista para realizar a internação.
RECEPÇAO,Recepção caotica 
RECEPÇAO,Recepção caotica 
RECEPÇAO,"Não foi indicado o lugar correto, onde deveria me direcionar. Demora de uma hora no atendimento."
RECEPÇAO,Demora no atendimento
RECEPÇAO,"Paciente relatou que foi transferida do pronto atendimento da Parangaba e ao chegar, houve uma dificuldade de como incluir a paciente. Ela destaca que a recepção falava uma coisa e a médica fala outra."
RECEPÇAO,Não tinha ninguém na recepção pediatra e ninguém no acolhimento
RECEPÇAO,Acompanhante relata que ouve demora para emcaminha e falta de informações 
ADMINISTRATIVO,Acompanhante relata que ouve demora para a liberação do leito 
RECEPÇAO,Acompanhante relata que houve demora para emcaminha e falta de informações 
RECEPÇAO,Acompanhante relata que não avia auxilio da recepção aonde os profissinais eram arrogante e não tiravam as duvidas.
RECEPÇAO,Estava com uma alta demanda nesse dia e acredito que isso impacta todos os processos.
RECEPÇAO,Acompanhante relata que o hospital estava bastante lotado e não avia profissinais para auxiliar.
PORTEIRO,"Não existe porteiro, não existe alguém que auxilie corretamente e organize as filas de prioridade na triagem."
ADMINISTRATIVO,Acompanhante relata que faltou um acolhimento adequado aonde foi preciso esperar horas para conseguir um leito sendo colocada no corredor ate o outro dia para conseguir um leito.
MAQUEIRO,"O porteiro foi atencioso a recepcionista tbm, mais o maqueiro eu né vi! Kkkk
Outra meu filho não fez cirurgia, ele ficou internado na sala de cuidados especiais"
RECEPÇAO,Uma total falta de impatia pelo paciente prioritário
ADMINISTRATIVO,A demora ao consegui um leito
RECEPÇAO,Muitos sem noção super ignorante
RECEPÇAO,"Meu filho é autista, ele foi submetido a exames porquê estava trinta é nove grau de febre vomitando é diarréia,cheguei às três é meia já eram nove horas num foi chamado para o retorno"
RECEPÇAO,A demora no internamento
TOTEM,Totem não estava saindo a pulseira e ficou uma fila enorme no balcão
RECEPÇAO,"Atendimento super demorado, recebi meu papel de internação as 14:00 horas do dia 25/05 só subi pro quarto quase 2 horas da manhã."
RECEPÇAO,"Acompanhante relata que falta profissionalismo e empatia nos profissionais da entrada aonde o mesmo relata que ao chegar, o local parece um hospital publico."
ADMINISTRATIVO,A internação clínica/enfermaria foi um descaso
MAQUEIRO,Minha filha e deficiente passou a noite inteira na cadeira desconfortável na hora de subir pra enfermaria o maqueiro demorou muito ao ponto de eu ir atrás dele pois tinha sumido no hospital Antônio prudente pois no hospital santa Maria foi muito satisfeito
RECEPÇAO,"A demora no atendimento, fui mais de 3 vezes com a pressão alta e não mim internaram quase morro com minha bb"
RECEPÇAO,"Falta de preparo dos colaboradores, demora no atendimento, pouco esclarecimento sobre os fluxos"
RECEPÇAO,"Unidade extremamente lotada 
Tinha 40 pessoas na minha frente apenas para sala de medicação. 
Não existe uma triagem ou atendimento com classificação de risco para triar os mais urgentes. Eu estava com apendicite e só foi diagnosticado na minha terceira ida ao hospital."
RECEPÇAO,Colaboradores antipaticos
MAQUEIRO,Fui atendida rápida a demora é quando vai pra medicação ou quando se precisa de um maqueiro pois ele demora demais a vir
RECEPÇAO,O atendimento demora muito.
RECEPÇAO,A demora no atendimento de mais de 3 horas na emergênciade de gestante que  é uma prioridade. E a outra coisa a demora pra marcar um exame pra ter disponível daqui a dois meses
RECEPÇAO,Paciente relata que não ouve um acolhimento adequado.
ADMINISTRATIVO,Não recebi as meias de compressão que minha irmã me emprestou e o Hapvida se nega a me ressarcir
ADMINISTRATIVO,Experiência bastante negativa desde o inicio na emergência do Trauma onde fiquei por certo período devido a não ter leito
ADMINISTRATIVO,Não houve uma cirurgia eu cheguei no hospital conforme me indicaram o horário fiz todos os procedimentos mas nunca houve uma cirurgia
RECEPÇAO,Super lotação.
ADMINISTRATIVO,"Demora no atendimento. Não queriam me atender, por eu ser de plano de administradora, teria que entrar em contato com eles por ter pago o boleto do mês em atraso... porém estava pago e não poderiam me negar atendimento!"
MAQUEIRO,"Falta de Maqueiro suficiente 
Não tinha aparelho de pressão porque eu precisava ficar em monitorização.

Muita demora no atendimento"
RECEPÇAO,"Não há apoio na chegada do hospital. Recepcionista apenas falam o necessário se forem induzidas. Como fui a noite, há uma demora no atendimento. Retorno sempre muito demorado."
RECEPÇAO,Falta de acolhimento
RECEPÇAO,"Devido a super lotação é impossível um bom atendimento, pela quantidade de profissionais"
ADMINISTRATIVO,Acompanhante relata que ouve demora na internação aonde chegou as  20:00 horas da noite e por indisponibilidade de leito so conseguiu a internação após as 11:00 da manha do outro dia. 
RECEPÇAO,"Quantidade de profissionais insuficientes na recepção, muito paciente para poucos profissionais."
RECEPÇAO,Paciente relata que não recebeu auxilio na entrada do hospital.
ADMINISTRATIVO,Pago apartamento e passei 3 dias na observação!
MAQUEIRO,"Nunca tem suporte para atender ele, pelo fato dele ser obeso, os maqueiros sempre reclamam e nunca chegam perto para ajudar "
MAQUEIRO,FALTA DE MAQUEIRO
RECEPÇAO,Paciente relata que  ouve muita demora para conseguir a internação.
RECEPÇAO,Paciente relata que  ouve muita demora para conseguir a internação.
TOTEM,Totem as vezes fora do ar
RECEPÇAO,As funcionárias assustadas e lentas em entender o processo
RECEPÇAO,Foi a falta de informação
RECEPÇAO,Paciente relata que falta organização na recepção aonde no retorno do medico não existe alinhamento com  a troca do profissional.
MAQUEIRO,Paciente relata que foi preciso esperar cerca de 15 minutos para conseguir uma cadeira de rodas.
RECEPÇAO,"desorganização, informaram que estaria internado , depois de muito tempo nãotinham solicitado a internação. precisamos fazer reclamação para que o medico fazer todo processo novamente"
RECEPÇAO,"Os serviços de medicação bastante lotado e demorado, paciente é preferencial e ainda assim, muita demora!"
RECEPÇAO,Demora
ADMINISTRATIVO,Pagamos por apartamento
RECEPÇAO,"Não tem atenção, não tem empatia, não se mostra solidário, não atende com cordialidade. Quer dizer, parece que estão fazendo um grande favor."
PORTEIRO,Porteiro do hospital Santa Maria negou acesso da família em horário de visita
MAQUEIRO,Paciente relata que ao chegar não recebeu auxilio e não avia maqueiro para ajudar.
RECEPÇAO,Paciente relata que ouve demora no atendimento e que não avia cadeiras de rodas disponiveis.
ADMINISTRATIVO,Acompanhante relata que não avia lento aonde o paciente precisou ficar na sala de acolhimento por 6 dias com isso o mesmo relata que acabou adquirindo uma bactéria nos olhos.
RECEPÇAO,A falta de empatia é a demora.
RECEPÇAO,"Pediram para chegar as 05:00 da manha cheguei no horário combinado , mas a cirurgia, so começou as 14 horas , após a finalização da cirugia fiquei mais de três horas no centro cirúrgico , pois não tinha vagas no pós operatório, e para ter uma vaga no apartamento foi outra espera incrível , a cirurgia foi de meia noite e so fui ao quarto após as meia noite  , enfermeiras muito despreparadas não sabem informa corretamente , querendo sempre jogar a responsabilidade para diferença ou para a proxima equipe resolver as enfermeiras do pos operatorio , por esse motivo cancelei meu plano e o do meu filho tambem , fiquei extremamente decepcionado ."
