elogio_ou_queixa.1,grupo.1,motivo.1,p2,comentario_p2
,NÃO SE APLICA,,2.0,Não tive esse atendimento me deram alta antes da data prevista pelo médico cirurgião
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Demoram muito pra atender .
QUEIXA,FISIOTERAPEUTA,QUALIDADE,1.0,"Primeiro não tive acompanhamento depois da cirurgia com o fisioterapeuta não foi executado nem um exercício, a única orientação desse profissional que não podia pisar no chão só foi essa orientação o restante dos profissionais nem um contato."
QUEIXA,TODOS,CAPACIDADE TECNICA,1.0,"Equipe totalmente despreparada, com uma grosseria pra falar como nunca vi."
,NÃO SE APLICA,,3.0,Não tenho nada a relatar pois não precisei ainda passar pelo atendimento dessa equipe mas tenho certeza que o dia que eu precisar sei que vou ser bem atendida como fui na cirurgia
,NÃO SE APLICA,,3.0,Não fui atendido por eles
,NÃO SE APLICA,,1.0,Não tive
,NÃO SE APLICA,,3.0,Não tivemos contato com essas especialidades citadas
,NÃO SE APLICA,,3.0,"Não tive esse atendimento,para conseguir avaliar"
,NÃO SE APLICA,,2.0,"Porque não teve fisioterapeuta, nem fono e nem psicólogo no local"
,NÃO SE APLICA,,1.0,Não fui atendida por eles!!
,NÃO SE APLICA,,3.0,Não tive atendimento de nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não precisei desses profissionalmente
QUEIXA,TODOS,QUALIDADE,3.0,Rápido demais
,NÃO SE APLICA,,3.0,Não tivemos esse acompanhamento
QUEIXA,TODOS,QUALIDADE,5.0,Não consigo passar em nenhuma terapia todos recusam ou não atendem
QUEIXA,FISIOTERAPEUTA,ACOLHIMENTO,2.0,No quarto passou somente o fisioterapeuta 1 vez relatei dores nas costas ensinou meu marido a me ajudar ...e disse que voltaria mais tarde ...para andar etc...e não voltou nem no dia seguinte.
,NÃO SE APLICA,,3.0,Eu não precisei de nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não tive acesso a esses profissionais
QUEIXA,TODOS,QUALIDADE,2.0,Insatisfação com atendimento com uma idosa de 86 anos
,NÃO SE APLICA,,3.0,Não tive contato com essa equipe não tenho como avaliar por isso coloquei médio
,NÃO SE APLICA,,3.0,O paciente não teve esse atendimento
,NÃO SE APLICA,,1.0,Não tive esse atendimento
,NÃO SE APLICA,,1.0,Não fui atendido por esses profissionais
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,"Não recebi visita de psicólogo,  nem fono."
,NÃO SE APLICA,,1.0,Não tive atendimento desses profissionais.
,NÃO SE APLICA,,1.0,nem nos receberam
,NÃO SE APLICA,,3.0,"Fisioterapeuta,assistente social não apareceram na sala pós parto"
,NÃO SE APLICA,,3.0,Não fiz uso .
,NÃO SE APLICA,,1.0,Não fui atendida por esses profissionais em nenhum momento....somente a nutricionista sim falou cmg
,NÃO SE APLICA,,3.0,Não passei com esses profissionais. Foi cirurgia de amígdala.
ELOGIO/QUEIXA,FISIOTERAPEUTA,ACOLHIMENTO,3.0,Achei que minha mãe precisa de algum exercício específico fisioterápico e não sei por que não foi feito. Agora fiquei muito satisfeita com a sugestão da fisio de mudar o colchão de mamãe.
QUEIXA,TODOS,QUALIDADE,,
,NÃO SE APLICA,,3.0,Não tive contato com esses profissionais
,NÃO SE APLICA,,3.0,Nao tive contato
QUEIXA,FISIOTERAPEUTA,QUALIDADE,,
,NÃO SE APLICA,,2.0,Não tive atendimento
,NÃO SE APLICA,,1.0,Não fui atendida após 3 h de viagem até o hospital
,NÃO SE APLICA,,3.0,não tive contato com nenhum desses profissionais
QUEIXA,FISIOTERAPEUTA,TEMPO DE ESPERA,2.0,Foi solicitado pelo médico o atendimento com fisioterapeuta e demorou 2 dias para iniciar a fisioterapia
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,"Não fui atendida por eles, então nem tenho como avaliar"
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,3.0,"No caso apenas com a assistência social ,que de social e assistência não tinha nada pouco se importou com os familiares e paciente na hora de esclarecer dúvidas foi uma resposta de tanto faz .não ajudou em nada ."
,NÃO SE APLICA,,1.0,Não foi realizado nenhum procedimento cirúrgico em meu filho
,NÃO SE APLICA,,3.0,Não tinha atendimento.
,NÃO SE APLICA,,1.0,Eu não conheci nenhum profissional relatado no meu atendimento e internamento
,NÃO SE APLICA,,1.0,Não tive acompanhamento
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Eu não fui atendida por esses
QUEIXA,TODOS,QUALIDADE,3.0,"Buscam fazer um atendimento rápido, sem se atentar a individualidade de cada paciente"
QUEIXA,FONOAUDIOLOGO,TEMPO DE ESPERA,3.0,A fonodiologa demorou muito e não percebeu que minha filha tem o frenulo submucoso
,NÃO SE APLICA,,2.0,Durante meu internamento não vi nenhum desses profissionais no meu quarto.
,NÃO SE APLICA,,1.0,Não tive assistência em nenhum momento desses profissionais
,NÃO SE APLICA,,2.0,Não tive atendimento de nenhum desses profissionais!
,NÃO SE APLICA,,3.0,Não precisei de nenhum desses profissionais no período que meu filho esteve internado por isso não posso avaliar com satisfação
,NÃO SE APLICA,,3.0,Não tive acesso
QUEIXA,TODOS,QUALIDADE,3.0,A falta de atenção e Menas explicação etc...
,NÃO SE APLICA,,3.0,Não tive atendimento com nenhum deles
,NÃO SE APLICA,,2.0,Não tivemos contato com esses profissionais
,NÃO SE APLICA,,2.0,Não tive acompanhamento c nenhum profissional dessas áreas
,NÃO SE APLICA,,1.0,Não tive atendimento com nenhuma especialidade citada
,NÃO SE APLICA,,3.0,Não utilizei esse serviço
QUEIXA,TODOS,QUALIDADE,3.0,Falta de atenção
QUEIXA,TODOS,QUALIDADE,3.0,Sem apoio
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,A fisioterapia não foi como u pensei q seria
,NÃO SE APLICA,,3.0,Nenhuma
,NÃO SE APLICA,,1.0,Nao tive
,NÃO SE APLICA,,3.0,Nao fui atendida por nenhum profissional desses
,NÃO SE APLICA,,1.0,Não fui atendida por estes profissionais.
QUEIXA,TODOS,QUALIDADE,3.0,Não gostei do atendimento e do modo que foi abordado os assuntis
QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,"A equipe é boa. A ressalva é pra fonoaudióloga na realização do teste da linguinha. Tive que ir em.outra clínica para a realização do teste porque a fono queria que a bebê abrisse a boca espontaneamente para realizar o exame, diferente da conduta do outro profissional, que realizou o teste de maneira eficaz."
QUEIXA,TODOS,QUALIDADE,,
,NÃO SE APLICA,,3.0,Não tive assistência
,NÃO SE APLICA,,,
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,Pouco tempo 30 min as vezes 25 min a sessão de fisioterapia e com a psicóloga ouve muitas trocas
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,1.0,"Precisei da ajuda da assistente social, além de muito mal educada, não fez nenhum esforço pra me ajudar, pois meu pai estava internado em Ribeirão Preto, onde ficou lá por 14 dias, nós da família sem respaudo algum do hospital e a equipe aqui com a maior indiferença com o caso dele 
Qdo trazido pra ca, não durou uma semana nesse hospital, descaso total com meu pai e conosco. 
Minha opinião é que essa HAPVIDA ficou uma verdadeira MERDA,uma vergonha, você pagar por um plano onde você tem que ficar informado em outra cidade e se precisar de uma cirurgia seu médico de confiança não poder fazer. 
A MEDICAL ERA MIL VEZES MELHOR. 
AO INVÉS DE VOCÊS FICAREM PAGANDO COMERCIAL EM HORÁRIO NOBRE NA GLOBO, CUIDA MELHOR DOS SEUS CONVENIADOS.
PQ TANTA PROPAGANDA SE TUDO O QUE VOCÊS FALAM OFERECER É SIMPLESMENTE UMA MENTIRAAAA"
,NÃO SE APLICA,,1.0,Não teve atendimento desses profissionais
,NÃO SE APLICA,,1.0,Não tive nenhuma assistência
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,5.0,"Durante o período que a minha mãe ficou internada a assistente social passou uma vez, relatamos todos os problemas em relação a levar a minha mãe no hospital para consultas, até porque ela é acamada e faz uso de sonda, só poderia ser transportada do ambulância, nada foi feito .  Saiu com pedido médicos para fono, fisio, e Geriatra, sendo que  não teria como comparecer."
,NÃO SE APLICA,,3.0,Não tive atendimento com esses profissionais.
,NÃO SE APLICA,,3.0,Não tive contato com esses profissionais
QUEIXA,NÃO SE APLICA,,2.0,
QUEIXA,TODOS,NÃO COMPARECEU ,2.0,Não houve suporte de nenhumas das áreas mencionadas.
,NÃO SE APLICA,,,
,NÃO SE APLICA,,,
,NÃO SE APLICA,,,
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Ele não passou por esses profissionais
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,"A partir do momento que o.medico solicitou que o fisioterapeuta deveria passar no quarto, demorou demais até ela vir, e o tempo disponível com.o paciente extremamente curto.  E.em.uma situação pontual ela veio mas não ficou nem 5 minutos, pois recebeu um chamado e teve que ir dar suporte na UTI. Enfim não foi.jma experiência boa."
,NÃO SE APLICA,,1.0,Não tive este atendimento
,NÃO SE APLICA,,2.0,Não tive atendimento de nenhum deles
,NÃO SE APLICA,,3.0,Não passamos com eles
,NÃO SE APLICA,,3.0,Não tive acompanhamento de nenhum desses profissionais
,NÃO SE APLICA,,,
QUEIXA,FONOAUDIOLOGO,QUALIDADE,,"O atendimento com a fonoaudióloga após o ney parto fo extremante faltoso. A Fono de vcs por sua vez esteve no quarto apenas uma vez pra dizer q minha filha não faria o teste do ouvido e se retirou, nem mesmo seu nome eu sei. Quero aproveitar e deixar registrado que por negligência do hospital até hoje minha filha não fez o exame do ouvido. Segundo vcs entrariam em contato em 30 dias quando a máquina estivesse concertada. Nunca fui contatada pelo hospital. Por sua vez a enfermeira disse q a Fono deveria me auxiliar, no decorrer dos dias em casa tive sérios problemas com a amamentação precisei marcar uma fonoaudióloga no particular para fazer terapia para auxiliar a minha filha a pegar o peito adequadamente."
,NÃO SE APLICA,,3.0,Pouco tempo no hospital
,NÃO SE APLICA,,3.0,Não tive atendimento desses
QUEIXA,TODOS,NÃO COMPARECEU ,2.0,Não conheci nenhum dos profissionais nos 5 dias que fiquei internada
,NÃO SE APLICA,,3.0,Não tive atendimento por esses profissionais
,NÃO SE APLICA,,3.0,Não usei os serviços referente ao questionamento acima
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não tive atendimento de nenhum desse profissional
,NÃO SE APLICA,,,
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Demora
QUEIXA,TODOS,QUALIDADE,3.0,"Deveria ser atenciosos, comunicativos e as informações entre os profissionais deveriam ser sincronizadas"
,NÃO SE APLICA,,3.0,Não fui atendida por esses profissionais
QUEIXA,FONOAUDIOLOGO,NÃO COMPARECEU ,2.0,"Não foi feita avaliação com fonoaudiólogo, nem teste da orelhinha 

Os demais profissionais não tive contato com nenhum deles"
,NÃO SE APLICA,,1.0,"Eu não tive nenhum contato,eu acho que era importante ter esse contato com os profissionais e pacientes"
,NÃO SE APLICA,,3.0,Não fui atendida por essas profissionais
,NÃO SE APLICA,,3.0,Não tive atendimento com nenhum desses prodissionais
,NÃO SE APLICA,,1.0,Não tive acesso nem um desse serviço
,NÃO SE APLICA,,1.0,Não houve atendimento desses profissionais
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não recebi esse atendimento
,NÃO SE APLICA,,1.0,
,NÃO SE APLICA,,1.0,Não tive atendimento de nenhum desses profissionais
QUEIXA,TODOS,QUALIDADE,,
,NÃO SE APLICA,,3.0,"Não houve atendimento destas profissionais, só no último dia a assistente social passou."
,NÃO SE APLICA,,2.0,Nem sequer tive contato com esses profissionais
,NÃO SE APLICA,,2.0,Não recebi a visita desses profissionais.
,NÃO SE APLICA,,1.0,Não fui atendida por esses profissionais
QUEIXA,TODOS,QUALIDADE,4.0,Não ter horários suficientes e muito equipamentos com espera de concerto
,NÃO SE APLICA,,2.0,"Não tive esses atendimentos , somente fonoaudióloga com dias dps do meu parto"
QUEIXA,FONOAUDIOLOGO,QUALIDADE,2.0,Na parte do fonoaudiólogo o que eu não gostei foi porque não  anota no cartão do bebê se tá tudo bem se não está se fez a parte do teste do ouvidinho da língua se tá tudo bem É para anotar na caderneta do bebê de vacinação
,NÃO SE APLICA,,3.0,Não fui atendida por nenhum desses
,NÃO SE APLICA,,2.0,Quase nenhum desses apareceram.
QUEIXA,PSICOLOGA,QUALIDADE,1.0,O psicólogo são muito vazio
,NÃO SE APLICA,,2.0,Não tive atendimento dessas especialidades enquanto estive internada
,NÃO SE APLICA,,3.0,"Conforme , relatado. Não tivemos acesso a esses serviços"
,NÃO SE APLICA,,3.0,"Não tenho como avaliar, não fui atendida por nenhum desses profissionais"
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Eu nunca tive atendimento coloquei o médio pq tá na media pois na a opção de nunca foi atendido por esses profissionais
QUEIXA,PSICOLOGA,QUALIDADE,,
QUEIXA,TODOS,QUALIDADE,3.0,Alguns profissionais deixando a desejar no atendimento.
,NÃO SE APLICA,,2.0,Não tive nenhum desses atendimentos
,NÃO SE APLICA,,1.0,Não tive contato com ninguém dessa equipe
,NÃO SE APLICA,,1.0,Não tive psicólogas
QUEIXA,TODOS,ACOLHIMENTO,1.0,Porque eles não aparecem tive só duas visitas de um fisioterapeuta e sem muita dedicação
QUEIXA,FISIOTERAPEUTA,QUALIDADE,1.0,"Não consegui falar com assistente social, não tive apoio psicológico e nem de fono, e a fisioterapeuta tinha o mesmo problema que outras pessoas da equipe: ela desautorizava e contradizia o que outros profissionais que vieram antes dela no plantão disseram."
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,3.0,"Assistentes sociais nunca estão disponíveis para conversar,são de difícil acesso."
,NÃO SE APLICA,,2.0,Não tive esse tipo de atendimento
,NÃO SE APLICA,,1.0,Não tive atendimento com esses profissionais
QUEIXA,TODOS,QUALIDADE,3.0,Nao dao muita atenção
QUEIXA,TODOS,QUALIDADE,3.0,Cada profissional da uma informação sobre algo do paciente
,NÃO SE APLICA,,3.0,"Não tive atendimento dessas especialidades que foram descritas acima e acho que teria me ajudado muito durante o período que fiquei internada, pois sentia muitas dores no corpo devido ao colchão em condições ruins."
,NÃO SE APLICA,,3.0,Não tiver o apoio de nenhum desses profissionais
,NÃO SE APLICA,,2.0,Não falei com nenhum desses no hospital
QUEIXA,PSICOLOGA,ACOLHIMENTO,,
ELOGIO,FISIOTERAPEUTA,QUALIDADE,1.0,"Com excessao dos fisioterapeutas, muito competentes. Estao fazendo de tudo para recuperar meu movimento. Os outros profissionais ainda nao tive atendimento."
ELOGIO,TODOS,QUALIDADE,1.0,"Rapidez, eficiência e empatia da equipe"
ELOGIO,TODOS,QUALIDADE,1.0,Ótimos
QUEIXA,TODOS,QUALIDADE,3.0,Poucas informações sobre o pós falecimento.
,NÃO SE APLICA,,2.0,"Não tive contato nenhum com fisioterapeutas, assistentes sociais, psicólogos ou fonoaudiólogos"
,NÃO SE APLICA,,3.0,Não foi necessário nenhum desses profissionais
,NÃO SE APLICA,,3.0,"Na verdade, eu nem posso avaliar pque não passou nenhum fisioterapeuta no meu quarto."
,NÃO SE APLICA,,3.0,Sem uso desses profissionais
,NÃO SE APLICA,,3.0,"Horário agendado não  foi cumprido, mesmo sendo o 2o. atendimento do dia."
,NÃO SE APLICA,,3.0,Não tive esse atendimento
,NÃO SE APLICA,,3.0,Não tive esses profissionais
,NÃO SE APLICA,,1.0,Não tem disponível! Eu precisei e não tinha
QUEIXA,TODOS,FALTA DE INFORMAÇÃO,3.0,Achei que poderia ter recebido mais informações
,NÃO SE APLICA,,2.0,Não tive contato com nenhum profissional dessas áreas.
,NÃO SE APLICA,,2.0,Não tive atendimento com eles
,NÃO SE APLICA,,3.0,Não tive atendente com esses profissionais
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Não tive atendimento por nenhum
,NÃO SE APLICA,,2.0,Não fui atendida por nenhum desses profissionais.
,NÃO SE APLICA,,2.0,"Não tive acompanhamento desses profissionais, apesar de achar que seria importante te tido."
,NÃO SE APLICA,,2.0,Não tivemos a assistência desses profissionais
QUEIXA,TODOS,ACOLHIMENTO,5.0,Pouco acolhimento
,NÃO SE APLICA,,,Não tenho interesse
ELOGIO,FISIOTERAPEUTA,QUALIDADE,,
QUEIXA,TODOS,NÃO COMPARECEU ,1.0,Sem assistência
,NÃO SE APLICA,,3.0,Não recebi atendimento desses profissionais
QUEIXA,TODOS,QUALIDADE,3.0,"Atendimento sem humanização, profissional trabalhando sem amor e com ignorância"
,NÃO SE APLICA,,3.0,Não usei nada desses atendimento
QUEIXA,TODOS,QUALIDADE,3.0,Esses profissionais precisam dar valor mais ao trabalho porém a demanda é muito grande pra poucos profissionais
,NÃO SE APLICA,,1.0,"Não houve esse atendimento. Não fui acompanhada por nenhum fisioterapeuta, assistente social, psicólogo ou fonoaudiólogo."
,NÃO SE APLICA,,3.0,Não tive atendimento
,NÃO SE APLICA,,1.0,Não teve nenhum desses atendimentos
,NÃO SE APLICA,,1.0,não tive atendimento com esses profissionais
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,2.0,"Só tive ?contato? com assistente social que me questionou a respeito da minha evasão do hospital e, mesmo após eu ter explicado o motivo e ter deixado claro que estava tudo resolvido, foi feita uma denúncia contra mim no conselho tutelar"
,NÃO SE APLICA,,1.0,Não tive esses atendimentos
QUEIXA,TODOS,QUALIDADE,3.0,"Não teve atendimento de psicológo, fono não fez praticamente nada. A fisio tbm só fez alguma coisa pq eu perguntei se o serviço deles era só dar bom dia"
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,So sobre a demorar
QUEIXA,TODOS,ACOLHIMENTO,3.0,"Fiquei um bom tempo sozinha, somente eu e meu marido."
QUEIXA,TODOS,ACOLHIMENTO,3.0,É uma profissão que exigi ter mais carinho com paciente
QUEIXA,TODOS,ACOLHIMENTO,1.0,Atendimento
QUEIXA,FONOAUDIOLOGO,QUALIDADE,2.0,"Não existe uma conversa uma explicação das situações! A fono passava no quarto qdo qria e em horários que as vezes não conseguíamos estar, e se recusava a explicar as situações por telefone"
QUEIXA,TODOS,NÃO COMPARECEU ,2.0,Difícil encontrar
,NÃO SE APLICA,,3.0,Não consultei com nenhum dessas especialidades.
QUEIXA,TODOS,QUALIDADE,2.0,"Muito rápido o atendimento,e passou só uma vez,e não recebi orientação"
,NÃO SE APLICA,,1.0,Não tinha
,NÃO SE APLICA,,3.0,Não utilizei estes serviços
QUEIXA,FONOAUDIOLOGO,QUALIDADE,2.0,Minha filha nasceu com a linguinha presa e isso não foi me passado.
,NÃO SE APLICA,,1.0,"Não fui atendida para a cirurgia, por isso a nota"
,NÃO SE APLICA,,2.0,Já relatei várias vezes
,NÃO SE APLICA,,2.0,"Não fui atendida por nenhum dos profissionais citados acima, por tanto não tenho como avaliar."
QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,"Não tive finosiaudiologos e nem fisioterapeutas eles entravam no quarto, e logo saia e não fizeram nada"
,NÃO SE APLICA,,2.0,Não tive
QUEIXA,TODOS,QUALIDADE,2.0,"Não me auxiliaram na hora da amamentação, saí de lá sem amamentar"
,NÃO SE APLICA,,,
,NÃO SE APLICA,,3.0,Não pude avaliar pq não passei com nenhum desses profissionais.
ELOGIO,TODOS,QUALIDADE,3.0,"Alguns era excelente Carla , Erik os melhores muito atenciosos"
,NÃO SE APLICA,,3.0,Não  usou
,NÃO SE APLICA,,3.0,Nao tive atendimento com nenhuma dessas especialidades
,NÃO SE APLICA,,2.0,Não tive acesso a nem desses profissionais durante a internação
,NÃO SE APLICA,,1.0,Não estou recebendo nenhum apoio profissional
,NÃO SE APLICA,,3.0,Não tive atendimento com essa equipe
,NÃO SE APLICA,,1.0,Nem existe este tipo de profissional lá no pronto atendimento
,NÃO SE APLICA,,3.0,Falta um pouco mais de atenção. Eles atendem sempre muito rápido. Impressão que o atendimento tem tempo marcado.
,NÃO SE APLICA,,1.0,não tive contato com nenhum desses profissionais
,NÃO SE APLICA,,3.0,Não fui atendido por nenhum deles
,NÃO SE APLICA,,1.0,Não fui atendida por nenhum desses profissionais.
QUEIXA,FONOAUDIOLOGO,QUALIDADE,,
,NÃO SE APLICA,,3.0,Não tive contato com esses profissionais!
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Não lembro de ter passado por esses profissionais
,NÃO SE APLICA,,2.0,Ninguém apareceu
,NÃO SE APLICA,,3.0,Não identifiquei psicólogos e fisioterapeutas
,NÃO SE APLICA,,3.0,Na verdade não fui atendida por estes profissionais
,NÃO SE APLICA,,1.0,Essa equipe não compareceu quando Joab esteve na unidade
,NÃO SE APLICA,,1.0,Não recebi atendimento de nenhuma dessas especialidades
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,"O fisioterapeuta, principalmente, era inacessível. Solicitamos avaliação várias vezes para configurar minha mãe como paciente acamada devido à fraqueza muscular, e ele só foi ao leito uma única vez e disse que ela (em fim de vida), tinha total condição de tomar banho no chuveiro."
,NÃO SE APLICA,,2.0,"Não estive com nenhum desses profissionais, então não tem como eu avaliar nenhum desses aí ."
,NÃO SE APLICA,,3.0,Não tive contato com eles
QUEIXA,TODOS,NÃO COMPARECEU ,1.0,"Eu fiquei 4 dias internada e não recebi a visita de nenhum desses profissionais...
Inclusive fiquei muito decepcionada"
,NÃO SE APLICA,,3.0,Não tive esse tipo atendimento
QUEIXA,FONOAUDIOLOGO,NÃO COMPARECEU ,,
QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,"O fonoaudiólogo identificou que meu filho tinha o freio lingual preso, e ao invés de me passar para outro profissional, me mandou procurar outro fonoaudiólogo pelo plano para encaminhar para cirurgia, o que demorou cerca de um mês"
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Muito demorado o atendimento.
QUEIXA,TODOS,ACOLHIMENTO,3.0,Não passava ninguém no quarto a não ser quando foi feito uma reclamação
QUEIXA,FISIOTERAPEUTA,QUALIDADE,2.0,"Ninguem veio falar comigo, só tive encaminhamento para fisioterapia muito longe da minha residência mesmo tendo locais mais próximos, outros nem encaminhamento e muito menos vieram ate mim"
,NÃO SE APLICA,,2.0,A Isabella não fez nem uma cirurgia.
,NÃO SE APLICA,,1.0,Não passei por nenhum deles
QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,Mal olhou o meu bebê e não pode fazer o exame da orelhinha pq estava sem aparelho fiz o exame após 23 dias do nascimento
,NÃO SE APLICA,,2.0,Não tive acesso a eles
,NÃO SE APLICA,,3.0,Deixa eu dizer eu não fui operado por vocês
QUEIXA,FONOAUDIOLOGO,QUALIDADE,3.0,"Não deram certeza em relação ao teste da língua, tive que passar por vários profissionais depois para achar alguém que avaliasse com exatidão"
,NÃO SE APLICA,,1.0,Não tive esses atendimentos
,NÃO SE APLICA,,3.0,Não estou insatisfeito..  Apenas achei o atendimento medio...
QUEIXA,FISIOTERAPEUTA,NÃO COMPARECEU ,3.0,eu estava com pneumonia e nem fisioterapia teve sendo que apresentava dificuldade para respira
,NÃO SE APLICA,,2.0,Como vou avaliar eles se não vi nenhum deles
,NÃO SE APLICA,,2.0,Não tive atendimento com os profissionais citados
,NÃO SE APLICA,,1.0,"Não recebi nenhum atendimento nesse hospital nesse período, pq não fiz cirurgia pelo plano"
,NÃO SE APLICA,,1.0,"Porque não tem fisioterapeuta assistente social psicólogo e fonoaudiólogo, só vai uma vez no dia o psiquiatra pela manhã no quarto"
,NÃO SE APLICA,,,
,NÃO SE APLICA,,2.0,Não houve
,NÃO SE APLICA,,1.0,Não houve atendimento com nenhum dos profissionais citados.
,NÃO SE APLICA,,,
,NÃO SE APLICA,,1.0,Não teve
ELOGIO,FISIOTERAPEUTA,QUALIDADE,3.0,Fisioterapeuta boa somente da UTI
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Demora no atendimento quando foi pra enfermaria então
,NÃO SE APLICA,,3.0,"Não sei nem que e a assistente social do hospital terreza de lizier,e olha que fico internada mais de 10 dias tds as vezes que vou"
,NÃO SE APLICA,,1.0,Fora a da oncologia q era muito atenciosa os demais eu n tive contato
,NÃO SE APLICA,,3.0,Não tive contato
,NÃO SE APLICA,,3.0,Não fui atendido por esses profissionais
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,5.0,assistentes sociais detestei n resolveram nada só conversa NÃO MINTO
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Muita demora no atendimento quando solicitado
,NÃO SE APLICA,,3.0,Não tive assistência com estes profissionais
QUEIXA,TODOS,QUALIDADE,1.0,Não fizeram nada
,NÃO SE APLICA,,1.0,Não tivemos atendimento desses profissionais
,NÃO SE APLICA,,2.0,Não teve esse serviço pra ela
,NÃO SE APLICA,,1.0,Não tive atendimento com ninguém dessa equipe
,NÃO SE APLICA,,3.0,N tive
,NÃO SE APLICA,,1.0,"Não teve
pisicologo
Asistente social 
Nem fonoaudiologos"
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0," Solicitei várias vezes um fisio para a mãe levantar da cama, e só apareceu um, outro só falou e não fez nada. "
QUEIXA,FISIOTERAPEUTA,QUALIDADE,3.0,"No pós operatório, principalmente na hora da alta fomos muito mal acessorodos, descaso mesmo, além da demora entre um profissional e outro que precisa dar seu parecer, a fisioterapeuta deixou o paciente sentado na cadeira e não voltou mais, ficando ali por mais de uma hora até que estivesse liberado pra sair do hospital"
QUEIXA,TODOS,ACOLHIMENTO,3.0,Visita muito rápida menos de 1 minuto e saem.
,NÃO SE APLICA,,3.0,Não tive atendimento com nenhum profissional citado anteriormente
,NÃO SE APLICA,,1.0,Não houve esse acompanhameto
,NÃO SE APLICA,,2.0,"Eu tive atendimento ou apoio de fisioterapeuta, assistente social e fora que o procedimento deu errado e eu precisei fazer uma cirurgia de emergência"
QUEIXA,TODOS,NÃO COMPARECEU ,4.0,não tive contato com esses profissionais tão importantes e necessário
,NÃO SE APLICA,,3.0,Não era solicita
,NÃO SE APLICA,,2.0,Não  foi atendida  por eles
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,Tudo muito demorado e pouco proffi
,NÃO SE APLICA,,,
QUEIXA,TODOS,TEMPO DE ESPERA,3.0,A demora de atendimento de alguns profissionais
QUEIXA,TODOS,QUALIDADE,3.0,"Atendimento prévio, sem muito diálogo"
,NÃO SE APLICA,,3.0,Na verdade não tive contato com nenhum desses profissionais
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,3.0,Assistente social pouco atua
,NÃO SE APLICA,,1.0,Não usei esses serviços!
QUEIXA,FISIOTERAPEUTA,QUALIDADE,1.0,"Fisioterapia 5 minutos 
Mal faz exercício 
O reta até dos profissionais nem vi"
QUEIXA,FISIOTERAPEUTA,CAPACIDADE TECNICA,3.0,"Muitos dos fisioterapeutas não estavam capacitados pra atender a demanda e fizeram o procedimento errado, isso fez com que minha filha estendesse o tempo de internamento"
,NÃO SE APLICA,,3.0,No meu procedimento cirúrgico não tive esse acompanhamento.
,NÃO SE APLICA,,1.0,Não tivemos visita desses profissionais
QUEIXA,ASSISTENTE SOCIAL,QUALIDADE,1.0,"Sofri várias fraturas, fisioterapia? Nunca apareceu.assistente social foi indiferente ao meu caso e depois de eu me impor e faze valer meu direito, ela disse que ia levar minha solicitação mas não prometeria nada, eu não pedi promessa, o plano é pago e o paciente deve ser respeitado e atendido, não é esse o perfil de uma assistente social. Não recebi visita de psicólogo muito menos fonoaudiólogos.Embora o psicólogo seja importante nesse momento que passei e eu e meu esposo ficamos perturbados dentro daquele hospital. "
QUEIXA,TODOS,QUALIDADE,3.0,Atendimento e acolhimento podia ser melhor
,NÃO SE APLICA,,2.0,Não tive esse atendimento
,NÃO SE APLICA,,3.0,Não tive acesso a esses profissionais
,NÃO SE APLICA,,3.0,nao passei por nhnhum
,NÃO SE APLICA,,2.0,Não passei nesses especialistas não tenho como avaliar
