grupo,comentario_p1
ADMINISTRATIVO,tempo de espera
ADMINISTRATIVO,muita demora no atendimento
PORTEIRO,"cheguei dando emergencia a uma paciente que precisou ir pra sala vermelha e o porteiro seguranca so preocupado que eu tirasse o carro da frente do hospital e nem ofereceu para ajudar com uma cadeira de rodas, maca"
ADMINISTRATIVO,"ela nao foi do fazer cirurgia e sim foi transferida de camacari para o hospital tereza de lisieux ao chegar nao tinha leito disponivel para que ela ficasse teve que ficar na sala de medicacao sentada, totalmente desconfortavel. estamos falando de uma idosa! depois da filha reclamar na recepcao que foram da providencia em um leito pra ela."
ADMINISTRATIVO,muitos pacientes para pouco funcionario o atendimento pessimo
ADMINISTRATIVO,"as vezes agente quer marcar uma consulta nao consegue, agora mesmo tou precisando de uma consulta pra medico de olho,eu tou precisando urgente nao consigo."
ADMINISTRATIVO,"foi feito a ficha, demorou pra o medico atender,eu estava com muita falta de ar, mas depois teve o atendimento, fiquei aguardando ate que os medicos passaram os remedios, ai melhorou, fiquei na emergencia ate a noite, qdo fui transferida pra o 2o andar, esperando vaga no apartamento, que so conseguiram no dia 27 pela madrugada.."
ADMINISTRATIVO,"na recepcao o atendimento foi maravilhoso. chegando ao departamento para pagar a taxa de 281,00 fiquei mais de 45 minutos aguardando ser chamada. imagine so. para pagar. foi muito constrangedor. a chegada no andar para ir so quarto, fui atendida com muito louvor e carinho."
ADMINISTRATIVO,"1 para todas as perguntas, principalmente para o bando de estagiarios. pagamos plano de saude e a emergencia e uma escola, cheia de aprendizes. tecnicas que trabalham em 3 hospitais, cansadas e sem etica. profissionais insatisfeitos falando mal na frente dos pacientes. nunca recomendaria este plano no servico ambulatorial, pior. minha mae teve um tumor nas vias biliares. mesmo fazendo exames anuais periodicos, nunca foi visto? nunca exame nenhum indicou, mas claro, sao tantos estudantes trabalhando, que nao, plano so importa com dinheiro. precisam ver o desastre que e a uti. minha mae pegou uma bacteria hospitalar. entram nos biombos e nao se paramentam. existe infeccao hospitalar ativa, pois os profissionais nao utilizam os criterios. hospital teresa lisieux precisa de fiscalizacao urgente. sugiro irem de forma secreta e ficarem onde ficam os familiares do lado de fora da uti. ouvir varios relatos de descaso. enfermeiros que assumem plantao de 24 horas depois nao dao a assistencia devida. o hospital e um caos."
ADMINISTRATIVO,falta de cadeiras de rodas alguns funcionarios mal homurados
ADMINISTRATIVO,"nesse instante ela esta internada novamente a 12 dias e ainda esta esperando leito para ir para enfermaria. voces tem que ser processados. nesse interim dos 12 dias minha mae pegou uma infeccao respiratoria, devido ao descaso."
ADMINISTRATIVO,"demorou muito tempo para ir para o quarto. entrei 5e55 sai as 22.as pessoas nao internadas por ordem de chegada eram atendidas ,lanchavam e tinham alta, eu fiquei por ultimo so tive alta depois de lanchar as 22 horas. o procedimento em si nao tenho queixa"
ADMINISTRATIVO,essa pesquisa nao condiz com o nosso atendimento no hospital.
RECEPÇAO,a demora no atendimento
RECEPÇAO,pessimo atendimento
RECEPÇAO,"recepcao baguncada, nao tem organizacao em relacao a adultos e criancas. nao tem uma triagem descente principalmente se tratando de atendimento de emergencia. as funcionarias da recepcao sao grossas e mal respondem as duvidas."
RECEPÇAO,demora
RECEPÇAO,"mal preparados, sem educacao!"
RECEPÇAO,as vezes eles nao nos dao suporte suficiente
RECEPÇAO,os profissionais sao realmente muito aacolhedores.
ADMINISTRATIVO,"estou insatisfeita com o plano desde que contratei, e um pessimo atendimento, profissionais totalmente desqualificados, nao consegui marcar consulta de pre natal na data certa , mais desorganizado que uma feira , ate no hospital publico sempre apos as consultas ja sai com a proxima consulta marcada. ?minha primeira consulta foi com a profissional dra. thea pacheco , totalmente antietica, sem empatia, somos pais de primeira viagem e ele nao teve nenhuma empatia , fora que a consulta so dura no maximo 5 minutos, pior experiencia das nossas vidas. quando tive o diagnostico de abertura de colo do utero, a medica que fez a ultrassom pediu que fosse ao hospital e ter atendimento de emergencia para que fosse feito um procedimento e ter consulta, mas nada disso foi feito, disseram que nao tinha necessidade e era pra marcar uma consulta de urgencia com a obstetra, e tentei marcar a consulta com as meninas da recepcao e nao tive sucesso, pois nao tinha como me encaixar e fizeram pouco caso e estava em risco de perder minha filha , entao entrei em contato com o chat e tambem nao consegui marcar uma consulta com a obstetra . e nao para por ai so piora! fiquei sem consulta no mes 4 porque nao tinha horario disponivel para a obstetra, e esse foi o mes que mais precisei, minha pressao nao parava de subir, fui ao pronto socorro mais de 4 vezes e algumas das vezes teve muita negligencia, fiquei mais de 6 horas sentada em um banco de plastico com a pressao alta, muita dor na nuca e as pernas muito inchadas. e nao passaram medicacao, estava tomando o meu remedio que tinha trago de casa. estava tomando 5 comprimidos para controlar a pressao e sem sucesso a pressao sempre nas alturas correndo risco de morte. e o medico do plantao informou que eu teria que ficar em observacao ate o outro turno para verificarem minha pressao, mas eu teria que passar a noite sentada em uma cadeira de plastico, totalmente desumano! ?no dia 14 05 fui ao pronto socorro, cheguei as 19 30hs e foi me passado exames para realizar e por incrivel que pareca so sai de la as 4hs da manha porque os resultados demoraram demais e ja estava muito mal, porque as pernas estava doendo bastante e as costas nem se fale. mas a dra. ivana foi super atenciosa e pediu para que voltasse para realizar a ultrassom, entao voltei ao hospital no dia 18 05 e apos a ultrassom e a pressao alta, a dra. ivana decidiu fazer a cesaria de urgencia, estava com pre eclampsia, e problema no utero, estava com 33 semanas de gestacao. minha cirurgia estava marcada para as 17hs e ai que comecou mais ainda nossa dor de cabeca, eu ja estava na sala vermelha com profissionais despreparados e veio a recepcionista nos informar que o plano nao iria cobrir a cesaria porque estava na carencia, mas de acordo com as normas da ans nao pode negar qualquer atendimento de urgencia e emergencia, mas ela a todo momento nos informando que teriamos que pagar , e eu ficando nervosa e minha pressao so subindo , ate que nosso advogado chegou ao hospital e eles disseram que tinha conseguido a autorizacao do plano e estava tudo certo. ?depois entrei para a sala de cirurgia e a medica auxiliar que estava auxiliando a dra. ivana, me informou que iria tirar minha filha, entao ela subiu em cima de mim e foi uma pressao muito forte que estava ficando sem ar, ela nasceu as 17 49hs e nao tive contato com ela, ela subiu para a uti e meu esposo foi junto, e logo ele desceu por foi constrangido pela enfermeira do plantao djanira na qual ela falou pra ele descer porque ele nao ia dar mamar! assim que ele desceu a enfermeira viu que eu estava com muito sangramento e comecou a me apertar muito forte e eu estava gritando de dor e ela disse que precisava tirar os coagulos e tambem chamou o medico da emergencia e fez a mesma manobra e me apertou mais forte ja nao estava aguentando mais, e ele colocou uns 4 comprimidos para parar os sangramentos . e quando meu esposo chegou a enfermeira do centro cirurgico entregou a ele minha placenta e o papel do local que ele deveria levar para fazer a biopsia e tinha que deixar na geladeira , porque o plano nao tinha autorizado e tinha que fazer particular. isso foi o cumulo do absurdo que constrangimento horrivel, e entao meu esposo entregou para a mae dele levar pra casa e fazer o que foi pedido, ai depois falaram pra trazer de volta que o plano tinha autorizado e ela voltou com a placenta. ?no dia 19 05 eu estava na uti e chegaram com a placenta novamente e pediram pro meu esposo levar a placenta no local indicado porque o plano nao estava autorizado . ele entao foi ate o responsavel pelo hospital o igor e ele foi ate o meu leito e informou que ele nao precisaria levar que ja estava resolvido e o plano estava autorizado. ?no dia 20 05 eu recebi alta da uti e fui para a internacao e a situacao da internacao bem precaria, chuveiro nao esquentava, tudo mofado, nao tinha controle para ligar e desligar o ar condicionado e a equipe medica bem despreparada, nao tinha o compromisso no horario de me passar o remedio da pressao, e recebi alta no dia 21 05 e queriam de forma e indiscreta para que eu desocupasse o quarto e eu informou que iria sair depois de tirar o leite e dar pra minha filha que ficou internada na uti neonatal e a todo momento ela querendo que eu saisse. ?e nos demais dias estava indo todos os dias ir ver minha filha que continuava internada, e quando achei que ficaria mais leve, foi so piorando, comecei a ter crises de panico e ansiedade, toda vez que chegava a uti neonatal e pedia informacao a equipe parecia que nao gostava e viamos as caras que elas faziam, e isso ja estava me deixando bastante chateada porque ficava aflita e nao tinha o atendimento humanizado e nem a compaixao com nos no momento delicado, sumiram a minha bomba de leite fiquei 2 dias sem tirar o leite para dar para minha filha e meu esposo teve mais uma vez que ficar no pe para que achasse. mas isso depois de varias reclamacoes foi amenizando. ?outra situacao mega constrangedora foi no dia 09 06, a medica do plantao dra. simone me informou que se eu ficasse la iria retirar a sonda da minha filha para que fosse ofertado o meu peito para recebermos alta, e concordei em ficar para dormir e meu esposo tambem disse que iria ficar comigo para me dar suporte pois ele viu que eu estava com muita ansiedade, mas quando foi feita a troca do plantao e a enfermeira djanira viu que iriamos ficar, informou grosseiramente que so podia ficar um e virou as costas e meu esposo disse que iria ficar, mas a situacao so se complicou e a djanira chamou o seguranca do hospital para tirar ele la de dentro como se fosse um bandido, e colocou ele pra fora, ela nao teve sensibilidade com a nossa situacao. e a todo momento ela fazendo ligacao para chefe de equipe raquel para me coagir la dentro, falando que iria abrir um processo contra nos que ela estava com medo, sendo que meu esposo nem fez nada a ela, e ela falando que iria abrir um boletim de ocorrencia porque eu pedi o coren dela, e fez a tecnica de enfermagem para abrir o boletim de ocorrencia, e eu la dentro do leito coagida ouvindo tudo que ela estava falando e minha crise de ansiedade so aumentou e comecei a me multilar. no outro dia a chefe de equipe veio ao leito e relatamos tudo a ela e ela nos pediu desculpas pelo ocorrido, mas eu so sabia chorar e queria so sair do hospital, e no dia 12 06 recebemos alta e mais uma situacao perderam a caderneta da minha filha e teve que refazer na hora e ficou sem os dados do exame da orelhinha e linguinha porque a fonoaudiologa so ficava pela manha e teria que ir outro dia durante a semana pela manha para que ela colocasse a informacao na caderneta. ?outra situacao que nao existe e o hospital nao fornecer fralda, e o unico hospital que nao oferece fralda, fiquei abismada com isso!"
ADMINISTRATIVO,eu sofri muito nao fui bem atendida foi marcada tres vezes a cirurgia e falava para mim fazer dieta eu fazia entao nesses tres dias fiquei desidratada e ai quando tentavam botar o acesso nao fluia sangue ai fiquei toda furada uma enfermeiros nao tinha paciencia e eu chorando muito de dou fraqueza em fim depois do procedimento la em baixo mim colocaram de qual que jeito e dai eu chorava muito por que esta mal e teve uma enfermeira que discutiu comigo em fim eu fiquei muito frustrada traumatizada e no outro dia o cirurgiao nem apareceu foi outro medico e me mandou vir para casa sem nem falar para mim voltar para avaliar a cirurgia e ficou assim em fim foi horrivel!
ADMINISTRATIVO,desorganizacao.
ADMINISTRATIVO,"ele nao fez cirurgia demora no atendimento, pouca comunicacao com os medicos"
RECEPÇAO,agilidade
ADMINISTRATIVO,demora na providencia do apartamento para internacao
ADMINISTRATIVO,"nao quiseram atender sem acompanhante, porem minha filha estava passando muito mal, e nao conseguia ligar pra alguem"
RECEPÇAO,cheguei com dor e o hospital lotado
RECEPÇAO,demora no atendimento
RECEPÇAO,"quando cheguei estava em um leito eletronico sem controle. cheguei durante a madrugada e so a noite conseguiram, embora houvesse muita insistencia da importancia, ja que sou paciente oncologica que vomita suco gastrico e liquido da bile e ha risco de broncoaspiracao. tambem houve uma problematica nao esclarecida no dia 21 06 25, dia 01 da quimioterapia. tanto em relacao aos valores prescritos x valores que constam no medicamento quimioterapico, quanto o tempo de infusao. o tempo prescrito pela medica oncologista era 46h de duracao. iniciando dia 21 07 as 21h26, deveria terminar as 23 07 as 19h26. todavia, no dia 22 07 25, meu acompanhante abriu a bolsa onde estava o medicamento e viu que estava quase vazio. foi retirado no dia 23 07 25 por volta de 8h30, ou seja, muitas horas antes do prescrito. obs tenho tanto a solicitacao medica, quanto a foto com os dados do medicamento."
RECEPÇAO,"muita demora para minha entrada, o clinico ainda indeciso se me internava ou nao."
ADMINISTRATIVO,"e o ponto critico foi o paciente ser preparado para cirurgia e nao ter sido operado por questao de falta de material adequado, alem disso, a falta de respeito em ninguem explicar o que havia acontecido sendo necessario familiares reinvindicarem justificativa a administracao e entao, descobrir a motivacao. maqueiro insuficiente, demora no atendimento"
RECEPÇAO,"nao digo chegada , num geral , pois sabemos que sempre da pra melhora ne"
RECEPÇAO,"mesmo avisando que ele estava passando muito mal, nao podiam dar atendimento prioritario"
RECEPÇAO,na recepcao..
RECEPÇAO,pessoal despreparado sem informacoes
RECEPÇAO,tem muitos profissionais bom. outros so ficam no celular. falam alto. a noite quando estamos dormindo.
RECEPÇAO,ha uma logica de manicomio. um vigia na porta. duas atendentes que nao eram acolhedoras. o unico gentil era o enfermeiro que conduzia no plantao da noite o servico.
RECEPÇAO,ma vontade dos atendentes
RECEPÇAO,houve uma demora de 40 minutos em recepcao para poder subir a ala do parto
RECEPÇAO,"cheguei em trabalho de parto na madruga e nao tinha ninguem na recepcao do hospital, depois chegou um rapaz que estava do lado de fora do hospital conversando com mais duas pessoas e ainda olhou pra fora o comentou com as outras pessoas e uma gravida. a pessoa que me levou ate o centro de obstetricia me fez perguntas espiculando qual seria o motivo de eu estar la."
ADMINISTRATIVO,fiquei insatisfeita pq pago o plano de apartamento e nao fiquei em apartamento e nao fui avisada somente depois de 3hs que perguntei que me informaram que nao tinha vaga .
RECEPÇAO,"na recepcao comuniquei que meu nome nao havia sido chamado e nao me deram a devida atencao! ainda tive que aguardar por muito tempo, ate a troca do plantao."
ADMINISTRATIVO,"no primeiro momento nao quiseram atender a minha filha por acreditar que ela tinha outro sintoma sem ao menos fazer exames. depois que demos entrada na enfermeira, minhas filhas continuou com varias crises, os exames que fizemos de eletro e ressonancia nao foram feitos no hospital, e o eletro tambem foi feito por um terceiro o qual diagnosticou minha filha com epilepsia. dos 14 dias que passamos hospitalizadas, nao foi um medico neuropediatra analisar minha filha de perto pra chegar de fato a um diagnostico. alegaram que eles trabalhabam com telemedicina, onde os pediatras veridicam e conversam a distancia, de forma online com o neuro. minha filha foi liberada com 2 dias sem crises, sonolenta e com uma medicacao pra tomar em casa. em casa minha filha continuou tendo crises, ainda se intensificaram. acabei levando em outra unidade hospitalar, onde minha filha foi acompanhada, humanizada, assistida e chegaram a um diagnostico justo. e so pra finalizar, minha filha nao fez cirurgia alguma com vcs mencionam na pesquisa de satisfacao."
ADMINISTRATIVO,nao tem apartamentos o suficiente para a demanda do hospital
RECEPÇAO,"minha internacao estava agendada para as 07 da manha e e fiquei aguardando um tempo na recepcao ate ser transferida para a sala de medicacao pois quartos estavam indisponiveis cheios , cadeiras da recepcao desconfortaveis para alguem que esta com 40 semanas"
MAQUEIRO,maqueiro muito demorado
ADMINISTRATIVO,"ninguem sabia o local onde seria feito a internacao, nos levaram para um local totalmente diferente"
RECEPÇAO,"foi uma demora absurda. cheguei cedo pela manha e a cirurgia so foi realizada por volta das 21h. alem disso, mesmo pagando ha anos um plano com direito a apartamento, fui informada no dia da cirurgia que teria que ficar na enfermaria por falta de leito disponivel. e revoltante pagar mais por um servico que, na hora que a gente mais precisa, simplesmente nao esta disponivel. um descaso total com o paciente."
RECEPÇAO,"pessoal sem muita informacao, a resposta sempre a mesma de que e somente com medico e nao tem nenhum tipo de informacao pra passar"
RECEPÇAO,paciente ralata que esperou por 15 horas para ser internada
RECEPÇAO,muita demora no atendimento
ADMINISTRATIVO,"paciente relata que paga um plano de apartamento e passei quase toda minha internacao sendo levada de sala em sala porque nao dispunham de apartamento e sendo assim eu tambem nao podia receber visitas e quando recebi as enfermeiras extremamente grosseiras mandavam sair com a justificativa de que era permitido somente um acompanhante, mas nao era acompanhante e sim visita."
ADMINISTRATIVO,"era uma transferencia de hospital publico para a unidade hapvida. onde a ambulancia do hapvida foi ate o hugo pegar o paciente, mas ao chegar na unidade nao tinha sido feito a documentacao para transferencia. o que ocorreu uma espera de mais de seis horas para ser internado na enfermaria. e o paciente encontrava se totalmente acamado com quadro de agitacao por conta da cirurgia realizada no hugo pelo traumatismo craniano que sofreu. erro de comunicacao entre o pedido de transferencia com o hospital. um absurdo!"
RECEPÇAO,"ate ai na chegada foi bem , apos 12 horas esperando internacao foi um caos ."
ADMINISTRATIVO,eu nao queria que mandasse meu pai pra uti em goiania sendo que rio verde goias tinha uti estado de saude dele era muito grave .veio a falecer depois de 6 dias. pessoal da hapvida colocou muitas dificuldades e mandou pra goiania.
PORTEIRO,"idoso de 87 anos, hoje ja falecido , muita demora no atendimento"
RECEPÇAO,estava simplesmente muito lotado e todo muito perdidos
RECEPÇAO,"isaac nao fez nenhuma cirurgia nao teve recepcao rapida na chega , os enfermeiros pensam que estao fazendo favor pra gente , faz pouco caso para atender , sempre que passo no pronto atendimento e a mesma coisa medicos que mandam pra medicacao e pedem pra voltar pra avaliacao e esquecem que vc esta la e quando vc vai procurar eles estao la mechendo no celular enfim vc paga pelo convenio para ter um bom atendimento e no final parece que estao te fazendo um favor , parece uma hospital de rede publica"
RECEPÇAO,desorganizacao
RECEPÇAO,falta de educacao das recepcionistas do hospital sinha junqueira
RECEPÇAO,"estava lotado la dentro, so tinha 1 recepcionista atendendo, nao tinha ninguem para auxiliar pessoas q ainda nao sabem usar totem, o totem q usei travou e eu tive q esperar a disponibilidade da unica recepcionista parar o atendimento no balcao para poder me auxiliar no totem, entao da hora que cheguei ate o efetivo check in no sistema, levou em torno de quase 1 hora, levando em conta q estava lotado o local"
RECEPÇAO,sempre sao educado
RECEPÇAO,"acredito que pode melhorar no tempo de atendimento, fazendo uma avaliacao previa da situacao do paciente e priorizando casos mais graves, meu filho estava desidratado e fraco e todas as vezes que tivemos no hospital antecedendo a internacao precisamos aguardar muito tempo na recepcao exceto no dia da internacao que o processo ocorreu de forma mais efetiva porque ja cheguei com um pedido de internacao do consultorio do pediatra"
RECEPÇAO,"pessoal super atenciosos, e agilidade no atendimento."
RECEPÇAO,relata que houve bastante demora
RECEPÇAO,tivemos um bom atendimento inicialmente mais posteriormente as informacoes nao foram passadas com clareza
RECEPÇAO,"como foi atendimento de emergencia onde ele ate chegou de ambulancia e estava com muita dor, fraturas e pulmao estourado, nao teve agilidade e prioridade ai atendimento imediato., o processo burocratico ao dar entrada ao atendimento nao foi nada satisfatorio, pois o sistema travou , falta de suporte ao sistema operacional e tecnologico, considerado pessimo por muitos usuarios que la estavam."
RECEPÇAO,paciente relata que demorou em ser atenddido.
RECEPÇAO,"nao realizei uma cirurgia, e sim um procedimento de plasmaferese. apesar de tudo estar previamente agendado, precisei chegar cedo pela emergencia e permaneci ate as 20h para ser internada. durante todo esse periodo, nao recebi nenhuma refeicao e permaneci em jejum, pois nao foi oferecida alimentacao"
RECEPÇAO,muito demorado o atendimento . por se tratar de uma emergencia
RECEPÇAO,demora na internacao
RECEPÇAO,"cheguei as 7,30 h e somente por volta 15 h consegui internacao"
RECEPÇAO,"a atendente foi pouco acolhedora l, me mandou para o totem mesmo apos eu avisar que meu pai estava em cadeira de rodas e nao possui digital , depois de esgotar todas as tentativas no toten ela me chamou ao bacon e nao se deu ao trabalho de chama lo em ordem preferencial alegando achar que a paciente era eu."
RECEPÇAO,demora
RECEPÇAO,"muita demora para internacao, passamos o dia na sala de espera"
ADMINISTRATIVO,"filho do paciente diz que nao existe processo, protocolo, organizacao e fluxo para o atendimento."
TOTEM,o totem nao contem todas as informacoes necessarias atualizadas.
ADMINISTRATIVO,"filha da paciente que veio a obito, diz que passou a noite toda aguardando leito."
RECEPÇAO,atendimento e cuidado
RECEPÇAO,muita demora em tudo principalmente para internacao.
ADMINISTRATIVO,"minha mae tem 90 anos e tem problemas de coracao ,diabete e precisou ser internada,e houve varios erros na sua permanencia quando teve internada por duas vezes. a primeira vez minha debilitada e internada para sua recuperacao,teve alta e saiu do hospital com 7 pontos em seu braco gracas a incompetencia de um intermedio que conseguiu machucar a minha mae quando precisou ir ate ao banheiro conduzido pelo mesmo. e quando minha mae teve alta ,ela veio para casa sem nenhuma prescricao medica,devido a falta de comunicacao entre a equipe medica e o posto de enfermagem."
RECEPÇAO,pessoal muito atenciosos
PORTEIRO,nao tem porteiro durante o dia
RECEPÇAO,"as recepcionistas nao sao atentas, quando voce chega urrando de dor no hospital voce nem se lembra que existe totem, nao houve apoio nesse momento."
RECEPÇAO,"eu mesma fui retirar pulseira , ninguem me orientou em nada"
RECEPÇAO,demora nos atendimentos
ADMINISTRATIVO,demora para acomodar o paciente no quarto de internacao.
RECEPÇAO,demora no atendimento e demora para sua instalacao na uti
ADMINISTRATIVO,responsavel por paciente relata que e um absurdo nao ter triagem para crianca. que a sala de espera do infantal e junta com a de outras criancas que precisariam de isolamento.
RECEPÇAO,"uma demora no atendimento, descaso dos medicos que sumiu, uma demora pra fazer a internacao"
RECEPÇAO,muito confuso o atendimento
RECEPÇAO,demorou muito
RECEPÇAO,muita demora ao atendimento tinha que passar idosos na frente. e agora com essa epoca de gripe tinha que exigir mascaras pra todo mundo!
RECEPÇAO,em relacao a chegada estava tudo bem o problema e a demora e a burocracia pra internacao
ADMINISTRATIVO,"demorou muito a internacao dela, chegamos no hospital as 10 h e ela foi internada apos as 23 h, apenas aguardando a responsavel pela internacao, que segundo informacoes no proprio hospital, estava de folga e somente ela poderia autorizar a internacao. neste tempo todo ficamos na emergencia, aguardando um exame, e a paciente estava em jejum todo esse tempo ela e diabetica"
RECEPÇAO,"cheguei transferido do life center de contagem em ambulancia, com muito vomito pois minha sonda tinha se movimentado, obstrucao intestinal ao chegar no hospital os socorrista pediram ajuda a equipe local, nao tendo exito e a atendente mesmo me vendo em estado critico ficou solicitando minha documentacao, uma vez que vim transferido. atitude desumana, primeiro socorro a vida depois busque todas as informacoes necessarias!!"
ADMINISTRATIVO,"minha mae estava internada em contagem esperando uma vaga no cti a informacao que recebemos e que assim que chegasse no lifecenter seria transferida para o cti , mas nao foi isto que ocorreu"
RECEPÇAO,minha mae teve que aguardar bastante
RECEPÇAO,pessimo atendimento
RECEPÇAO,nao dao muito atencao
RECEPÇAO,falta de informacao da equipe
RECEPÇAO,a demora da rede toda para atender o meu filho e ele veio a obito
TOTEM,"confuso , nao funcionava"
RECEPÇAO,falta do minimo
RECEPÇAO,minha filha saiu do centro medico joao dias na zona sul com vaga cedida para o hospital bosque da saude e chegando no hospital ninguem sabia informar para a equipe da ambulancia onde deveria levar minha filha
RECEPÇAO,"equipe despreparada, sem informacao basica, aparentemente sao contratados sem receber nenhum treinamento, o que atrasa a entrada e gera filas."
ADMINISTRATIVO,"na ultima internacao dele teve umas situacoes constrangedoras, deixaram registrada tudo que aconteceu com uma pessoa que entrou em contato comigo do convenio. fiquei insatisfeita com umas situacoes sim. uma delas e que o meu convenio e pago para apartamento, e meu filho ficou na enfermaria desde que chegou ate o dia da alta. passei por constrangimento na frente de outros pais, e essa nao foi a primeira vez, na internacao do meu marido eu tambem passei por outro constrangimento, deixei tudo escrito e registrado no proprio hospital, mas ate hoje ninguem nunca entrou em contato comigo."
ADMINISTRATIVO,"segue mais avaliacoes, meu filho de 5 anos foi encaminhado para a unidade com crises convulsivas e em nenhum momento foi avisado que o neurologista que atende na unidade nao e presencial, ficamos cerca de 8 dias internados e nenhum momento um neuro deu um parecer, liberaram o meu filho com influenza e sem diagnostico, na mesma tarde tivemos que ir correndo ao medico novamente com 39 de febre e convulsionando novamente onde ficamos mais 10 dias internados no salvalos que possui um neurologista presencial."
RECEPÇAO,"a recepcionista estava com cara de poucos amigos e nao tinha indicacao clara do que fazer, teve que ligar pra ver se alguem poderia descer, o porteiro nao estava no posto e ele e a recepcionista sem comunicacao clara, o maqueiro foi o motorista da ambulancia"
RECEPÇAO,tempo de espera
ADMINISTRATIVO,"minha insatisfacao, na verdade, e com a rede de atendimento. infelizmente, ela nos direciona para hospitais distantes, o que gera desconforto e transtornos desnecessarios. alem disso, sentimos que as opcoes oferecidas ao cliente sao limitadas, o que nos deixa sem alternativas viaveis e proximas. e fundamental que a rede repense essa organizacao, buscando oferecer mais comodidade, acessibilidade e respeito ao cliente."
RECEPÇAO,ninguem sabia informar para onde iriamos.
ADMINISTRATIVO,"nao foi nada assim tao grave na minha concepcao, apenas nao tinha espaco para internacao, e ficamos na enfermaria bem isoladas num canto sem espaco no momento minha filha estava na cadeira de rodas."
RECEPÇAO,pessoal meio perdidos na organizacao fui para o quarto e so assinei a internacao quase no outro dia.
ADMINISTRATIVO,"a ambulancia fez a transferencia as 4 horas da madrugada, estava muito frio. sem o oxigenio, a saturacao dele caiu bastante."
ADMINISTRATIVO,"faltou remedio para inalacao, meu filho precisava usar um cateter de alto fluxo e nao tinha o circuito para instalar, quando conseguiram o circuito a maquina nao funcionou, essa foi uma das vezes mais frustrante que passamos neste hospital."
RECEPÇAO,poucos funcionarios pela quantidade de pacientes o que leva a demora no atendimento e tambem a um acolhimento deficitario
RECEPÇAO,"nao ha apoio algum no uso de totem, nao tem triagem adequada, a observacao foi praticamente improvisada."
RECEPÇAO,nao fui bem recebida e demoraram pra me atender e eu estava com muita dor
ADMINISTRATIVO,"unico ponto negativo foi a demora na liberacao do leito, recebi a informacao que ia internar 20h e subi as 3h da manha."
TOTEM,"totem nao funcionava , pq entramos pelo ps pelo horario q pediram pra estarmos la. a porta principal ja estava fechada. recepcionista foi grossa e sem educacao. o maqueiro foi muito bonzinho e atencioso."
ADMINISTRATIVO,"a comecar por minha chegada aqui, cheguei por volta das 02h da manha com minha rn e ficamos em uma sala de pre parto, devido a falta de quarto, apenas desci para a acomodacao depois das 13h, totalizando quase 12 horas de espera para minha internacao, sem se alimentar."
RECEPÇAO,fiquei totalmente insatisfeita com o atendimento.
RECEPÇAO,um pouco demorado para ser atendido
RECEPÇAO,como estava com dores nao houve esse atendimento de forma correta
ADMINISTRATIVO,eu fui transferido da unidade de pronto atendimento de cotia ate o cruzeiro do sul para ser internado. cheguei no hospital por volta das 5 horas da manha e somente por volta das 21 horas eu fui mandado ao quarto.
RECEPÇAO,demora no atendimento
ADMINISTRATIVO,"a unica que deixou a desejar foi a demora para internacao, para liberacao do leito, cheguei na quarta feira dia 07 05 e fiquei na sala de medicacao ate o dia 09 05 esperando um quarto, confesso que fiquei muito nervosa chorei muito, porque achei um descaso."
ADMINISTRATIVO,um dos melhores hospitais que eu ja fiquei. foi maravilhoso!
ADMINISTRATIVO,"a minha filha deu entrada no hospital salvalus pois havia tido uma crise convulsiva em casa, socorri para esse hospital pq achava que la ela teria todo amparo e estrutura, infelizmente me enganei, o hospital e totalmente despreocupado, devido a esse despreparo minha filha teve mais crises convulsivas la dentro do hospital, a medicacao eu tive que trazer de fora para que minha filha nao piorasse, alem de tudo o exame que ela teria que fazer que era um eletroencefalograma de 12 horas o hospital nao tinha, tive que brigar, ligar para a policia e depois de muito desgaste contrataram uma empresa terceirizada para fazer o exame, depois de mais de tres dias internada e o pior de tudo foi para entregar o resultado, pois fomos varias vezes no hospital e ninguem sabia aonde estava o resultado, mais uma vez tive que brigar, pois minha filha e autista e precisava desse exame para mostrar para o neurologista."
RECEPÇAO,recebida com muita atencao
RECEPÇAO,muita demora para internacao !
TOTEM,o totem nao funciona
ADMINISTRATIVO,medicos
RECEPÇAO,"logo quando fui ao medico porque estava com dores eu fui ate o hospital que inicialmente demorou para chamar no atendimento mesmo estando gestante com 37 semanas e dois dedos de dilatacao e sentindo muitas dores, demorei para ser atendida."
ADMINISTRATIVO,"atraso do boleto. nao mandaram o boleto ainda paguei com juros , por erro de voces"
ADMINISTRATIVO,"nao havia vaga na uti, tinha perdido minha bebe e colocaram uma mulher para pariri ao meu lado. ja estou entrando com acao contra o hospital."
ADMINISTRATIVO,"simplesmente fiquei na recepcao e nao fui recepcionada por nenhum funcionario, depois de quase duas horas que o pessoal da recepcao liberam o atendimento na urgencia, descaso total, pois pagamos convenio e muito caro por sinal. quando o convenio era somente notre dame o atendimento era otimo, depois que a hapvida passou a ser a socia majoritaria esta pessima. sem falar que ainda fui submetida a fazer um exame de toque varias vezes sem necessidade uma das vezes com uma medica totalmente despreparada que me machucou antes de liberar o tal quarto que foi uma eternidade, totalizando em 6 horas de espera."
ADMINISTRATIVO,"me enrrolaram pr poder fazer a intercacao, me deixando esperar por 3 dias pra ter um leito"
RECEPÇAO,pessimo atendimento paciente sem acompanhante como volta para recepcao para ter retorno.
